ProdutoID;Produtos;Subcategoria;Categoria;VendalD;Data;ProdutoID;Quantidade;Receita;Custo;Lucro;Regiao;Vendedor;Tipo Perda;Valor Perda;Status da Venda;
70;Bola de Futebol;Esportes;Esportes;7;07/11/2019;70;9;R$ 6.570,00;R$ 3.416,40;R$ 3.153,60;Sul;Lucas;Cancelamento;R$ 315,00;Com Perda;
68;Shampoo;Beleza;Beleza;35;07/06/2023;68;7;R$ 33.460,00;R$ 17.733,80;R$ 15.726,20;Sul;Maria;Cancelamento;R$ 190,00;Com Perda;
14;Smart TV Samsung 55;TVs;Eletrônicos;86;26/06/2018;14;1;R$ 3.693,00;R$ 2.511,24;R$ 1.181,76;Norte;Juliana;Desconto;R$ 245,00;Com Perda;
96;HD Externo 1TB;Informática;Informática;87;20/01/2022;96;2;R$ 7.108,00;R$ 5.117,76;R$ 1.990,24;Sudeste;João;Devolução;R$ 220,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;100;16/02/2018;98;4;R$ 14.576,00;R$ 7.288,00;R$ 7.288,00;Nordeste;Rafael;Desconto;R$ 479,00;Com Perda;
94;Roteador Wi-Fi;Informática;Informática;42;01/06/2015;94;4;R$ 3.084,00;R$ 2.251,32;R$ 832,68;Nordeste;Rafael;Desconto;R$ 458,00;Com Perda;
91;Scanner Epson;Informática;Informática;19;23/05/2023;91;6;R$ 3.216,00;R$ 2.572,80;R$ 643,20;Norte;Juliana;Desconto;R$ 468,00;Com Perda;
52;Tênis Adidas;Calçados;Calçados;11;11/12/2015;52;9;R$ 31.005,00;R$ 23.563,80;R$ 7.441,20;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
6;Samsung Galaxy S23;Smartphones;Eletrônicos;12;16/12/2017;6;6;R$ 13.128,00;R$ 10.108,56;R$ 3.019,44;Nordeste;Fernanda;Desconto;R$ 279,00;Com Perda;
20;Notebook Lenovo ThinkPad;Notebooks;Informática;36;08/05/2016;20;5;R$ 24.340,00;R$ 12.413,40;R$ 11.926,60;Sudeste;João;Cancelamento;R$ 138,00;Com Perda;
28;Headset Gamer Logitech;Acessórios;Informática;32;28/10/2020;28;3;R$ 3.201,00;R$ 2.176,68;R$ 1.024,32;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
45;Mesa de Jantar 6 lugares;Móveis;Casa;63;09/11/2018;45;9;R$ 8.298,00;R$ 5.144,76;R$ 3.153,24;Norte;Marcos;Cancelamento;R$ 287,00;Com Perda;
72;Bola de Vôlei;Esportes;Esportes;71;28/03/2018;72;6;R$ 20.832,00;R$ 16.248,96;R$ 4.583,04;Sul;Bruno;Sem perda;R$ 0,00;Com Perda;
37;Air Fryer Philips;Eletrodomésticos;Casa;10;27/10/2018;37;3;R$ 7.812,00;R$ 4.921,56;R$ 2.890,44;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
7;Xiaomi Redmi Note 11;Smartphones;Eletrônicos;1;06/01/2022;7;1;R$ 2.569,00;R$ 2.003,82;R$ 565,18;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda;
53;Tênis Puma;Calçados;Calçados;72;17/12/2020;53;8;R$ 9.784,00;R$ 5.479,04;R$ 4.304,96;Norte;Paula;Devolução;R$ 332,00;Com Perda;
95;Switch de Rede;Informática;Informática;32;28/12/2018;95;2;R$ 3.624,00;R$ 2.391,84;R$ 1.232,16;Sul;Maria;Desconto;R$ 164,00;Com Perda;
64;Perfume Masculino;Beleza;Beleza;96;16/09/2019;64;6;R$ 22.002,00;R$ 16.941,54;R$ 5.060,46;Sul;Maria;Devolução;R$ 487,00;Com Perda;
28;Headset Gamer Logitech;Acessórios;Informática;39;14/12/2025;28;8;R$ 9.632,00;R$ 5.682,88;R$ 3.949,12;Nordeste;Rafael;Desconto;R$ 192,00;Com Perda;
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;45;21/10/2015;8;3;R$ 7.749,00;R$ 4.494,42;R$ 3.254,58;Norte;Marcos;Cancelamento;R$ 202,00;Com Perda;
7;Xiaomi Redmi Note 11;Smartphones;Eletrônicos;16;13/09/2015;7;4;R$ 7.168,00;R$ 5.017,60;R$ 2.150,40;Norte;Marcos;Desconto;R$ 129,00;Com Perda;
71;Bola de Basquete;Esportes;Esportes;11;25/12/2019;71;4;R$ 6.136,00;R$ 4.417,92;R$ 1.718,08;Centro-Oeste;Diego;Desconto;R$ 327,00;Com Perda;
47;Guarda-Roupa Casal;Móveis;Casa;8;19/01/2019;47;10;R$ 27.860,00;R$ 16.716,00;R$ 11.144,00;Sudeste;Ana;Cancelamento;R$ 500,00;Com Perda;
91;Scanner Epson;Informática;Informática;40;22/11/2017;91;3;R$ 8.646,00;R$ 6.916,80;R$ 1.729,20;Sul;Maria;Cancelamento;R$ 297,00;Com Perda;
1;iPhone 13;Smartphones;Eletrônicos;37;24/10/2017;1;7;R$ 34.909,00;R$ 24.785,39;R$ 10.123,61;Sul;Maria;Desconto;R$ 166,00;Com Perda;
95;Switch de Rede;Informática;Informática;24;23/01/2022;95;4;R$ 13.252,00;R$ 8.613,80;R$ 4.638,20;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
86;Lápis HB;Papelaria;Papelaria;4;17/07/2016;86;9;R$ 26.883,00;R$ 14.247,99;R$ 12.635,01;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
89;Impressora HP;Informática;Informática;99;18/09/2022;89;9;R$ 12.627,00;R$ 8.712,63;R$ 3.914,37;Centro-Oeste;André;Cancelamento;R$ 93,00;Com Perda;
27;Headset Gamer HyperX;Acessórios;Informática;54;18/08/2023;27;5;R$ 11.520,00;R$ 7.372,80;R$ 4.147,20;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
17;Notebook Dell Inspiron;Notebooks;Informática;43;24/11/2024;17;4;R$ 11.568,00;R$ 5.784,00;R$ 5.784,00;Nordeste;Rafael;Desconto;R$ 54,00;Com Perda;
2;iPhone 14;Smartphones;Eletrônicos;96;23/02/2020;2;2;R$ 580,00;R$ 440,80;R$ 139,20;Centro-Oeste;Diego;Cancelamento;R$ 192,00;Com Perda;
46;Cadeira Gamer;Móveis;Casa;13;10/04/2018;46;10;R$ 17.030,00;R$ 12.091,30;R$ 4.938,70;Centro-Oeste;Carla;Cancelamento;R$ 185,00;Com Perda;
51;Tênis Nike;Calçados;Calçados;30;11/10/2025;51;4;R$ 12.340,00;R$ 8.267,80;R$ 4.072,20;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda;
57;Sandália Feminina;Calçados;Calçados;11;10/06/2021;57;5;R$ 12.750,00;R$ 8.160,00;R$ 4.590,00;Sul;Lucas;Devolução;R$ 367,00;Com Perda;
13;Smart TV Samsung 50;TVs;Eletrônicos;42;25/09/2016;13;9;R$ 6.705,00;R$ 4.760,55;R$ 1.944,45;Norte;Paula;Sem perda;R$ 0,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;88;11/04/2019;41;9;R$ 21.627,00;R$ 14.706,36;R$ 6.920,64;Sul;Bruno;Devolução;R$ 329,00;Com Perda;
12;Smart TV LG 50;TVs;Eletrônicos;9;02/12/2025;12;3;R$ 5.214,00;R$ 3.858,36;R$ 1.355,64;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
23;Mouse Logitech;Acessórios;Informática;51;19/03/2024;23;5;R$ 11.860,00;R$ 9.013,60;R$ 2.846,40;Sul;Bruno;Desconto;R$ 143,00;Com Perda;
17;Notebook Dell Inspiron;Notebooks;Informática;54;07/02/2024;17;5;R$ 22.005,00;R$ 12.762,90;R$ 9.242,10;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda;
14;Smart TV Samsung 55;TVs;Eletrônicos;33;10/06/2023;14;2;R$ 3.752,00;R$ 2.326,24;R$ 1.425,76;Sul;Maria;Cancelamento;R$ 340,00;Com Perda;
95;Switch de Rede;Informática;Informática;19;03/12/2015;95;6;R$ 6.186,00;R$ 3.526,02;R$ 2.659,98;Sul;Maria;Sem perda;R$ 0,00;Com Perda;
72;Bola de Vôlei;Esportes;Esportes;64;17/08/2022;72;1;R$ 4.419,00;R$ 2.474,64;R$ 1.944,36;Sul;Lucas;Devolução;R$ 197,00;Com Perda;
12;Smart TV LG 50;TVs;Eletrônicos;30;06/11/2025;12;5;R$ 7.035,00;R$ 5.416,95;R$ 1.618,05;Nordeste;Rafael;Cancelamento;R$ 155,00;Com Perda;
77;Pneu Aro 13;Automotivo;Automotivo;49;05/01/2018;77;1;R$ 277,00;R$ 216,06;R$ 60,94;Sul;Lucas;Sem perda;R$ 0,00;Com Perda;
96;HD Externo 1TB;Informática;Informática;87;21/04/2015;96;2;R$ 5.214,00;R$ 2.867,70;R$ 2.346,30;Norte;Juliana;Desconto;R$ 241,00;Com Perda;
38;Fogão 4 bocas;Eletrodomésticos;Casa;48;08/11/2025;38;8;R$ 13.760,00;R$ 7.430,40;R$ 6.329,60;Sul;Maria;Sem perda;R$ 0,00;Com Perda;
57;Sandália Feminina;Calçados;Calçados;30;08/08/2023;57;6;R$ 22.308,00;R$ 14.054,04;R$ 8.253,96;Nordeste;Carlos;Cancelamento;R$ 358,00;Com Perda;
34;Microondas Panasonic;Eletrodomésticos;Casa;79;20/08/2024;34;10;R$ 7.570,00;R$ 4.769,10;R$ 2.800,90;Sudeste;Pedro;Devolução;R$ 124,00;Com Perda;
33;Geladeira Samsung;Eletrodomésticos;Casa;52;15/06/2024;33;3;R$ 12.849,00;R$ 7.580,91;R$ 5.268,09;Norte;Marcos;Cancelamento;R$ 230,00;Com Perda;
95;Switch de Rede;Informática;Informática;57;24/04/2020;95;10;R$ 3.740,00;R$ 2.879,80;R$ 860,20;Nordeste;Fernanda;Cancelamento;R$ 214,00;Com Perda;
4;Samsung Galaxy S21;Smartphones;Eletrônicos;59;24/04/2025;4;4;R$ 16.720,00;R$ 11.202,40;R$ 5.517,60;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda;
64;Perfume Masculino;Beleza;Beleza;40;10/02/2021;64;10;R$ 19.770,00;R$ 13.839,00;R$ 5.931,00;Norte;Juliana;Cancelamento;R$ 333,00;Com Perda;
55;Sapato Social Feminino;Calçados;Calçados;5;09/07/2020;55;6;R$ 28.656,00;R$ 20.918,88;R$ 7.737,12;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda;
21;MacBook Air;Notebooks;Informática;68;11/08/2017;21;10;R$ 34.010,00;R$ 26.187,70;R$ 7.822,30;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda;
23;Mouse Logitech;Acessórios;Informática;24;11/08/2021;23;7;R$ 30.506,00;R$ 20.744,08;R$ 9.761,92;Centro-Oeste;Carla;Cancelamento;R$ 65,00;Com Perda;
49;Cama Box Casal;Móveis;Casa;37;24/01/2015;49;6;R$ 13.338,00;R$ 8.669,70;R$ 4.668,30;Centro-Oeste;Diego;Devolução;R$ 282,00;Com Perda;
82;Palheta Limpador;Automotivo;Automotivo;26;20/10/2025;82;6;R$ 8.928,00;R$ 4.999,68;R$ 3.928,32;Sul;Bruno;Cancelamento;R$ 494,00;Com Perda;
92;Monitor LG 24;Informática;Informática;10;01/05/2024;92;8;R$ 18.520,00;R$ 10.000,80;R$ 8.519,20;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
92;Monitor LG 24;Informática;Informática;73;13/03/2015;92;7;R$ 33.495,00;R$ 26.126,10;R$ 7.368,90;Sul;Lucas;Devolução;R$ 471,00;Com Perda;
72;Bola de Vôlei;Esportes;Esportes;32;28/11/2023;72;8;R$ 19.320,00;R$ 12.364,80;R$ 6.955,20;Sudeste;João;Cancelamento;R$ 67,00;Com Perda;
17;Notebook Dell Inspiron;Notebooks;Informática;82;24/12/2024;17;6;R$ 25.350,00;R$ 17.491,50;R$ 7.858,50;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
5;Samsung Galaxy S22;Smartphones;Eletrônicos;24;15/08/2023;5;7;R$ 32.963,00;R$ 18.459,28;R$ 14.503,72;Sul;Maria;Devolução;R$ 453,00;Com Perda;
66;Creme Facial;Beleza;Beleza;84;24/01/2025;66;5;R$ 11.915,00;R$ 9.532,00;R$ 2.383,00;Norte;Marcos;Cancelamento;R$ 144,00;Com Perda;
29;Webcam HD Logitech;Acessórios;Informática;52;05/06/2015;29;6;R$ 24.798,00;R$ 13.638,90;R$ 11.159,10;Sudeste;Ana;Devolução;R$ 339,00;Com Perda;
7;Xiaomi Redmi Note 11;Smartphones;Eletrônicos;41;04/07/2019;7;3;R$ 13.761,00;R$ 10.320,75;R$ 3.440,25;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
70;Bola de Futebol;Esportes;Esportes;82;16/08/2025;70;2;R$ 4.474,00;R$ 2.237,00;R$ 2.237,00;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda;
73;Halter 5kg;Esportes;Esportes;46;22/10/2018;73;3;R$ 6.603,00;R$ 4.225,92;R$ 2.377,08;Norte;Marcos;Cancelamento;R$ 238,00;Com Perda;
89;Impressora HP;Informática;Informática;94;10/02/2019;89;6;R$ 16.242,00;R$ 8.445,84;R$ 7.796,16;Norte;Paula;Devolução;R$ 83,00;Com Perda;
92;Monitor LG 24;Informática;Informática;74;26/06/2018;92;4;R$ 7.180,00;R$ 4.523,40;R$ 2.656,60;Sul;Lucas;Desconto;R$ 300,00;Com Perda;
22;MacBook Pro;Notebooks;Informática;22;16/03/2019;22;4;R$ 2.404,00;R$ 1.298,16;R$ 1.105,84;Nordeste;Fernanda;Desconto;R$ 347,00;Com Perda;
81;Bateria Automotiva;Automotivo;Automotivo;71;16/04/2021;81;4;R$ 4.028,00;R$ 2.779,32;R$ 1.248,68;Centro-Oeste;André;Cancelamento;R$ 147,00;Com Perda;
72;Bola de Vôlei;Esportes;Esportes;98;17/10/2019;72;5;R$ 17.800,00;R$ 9.612,00;R$ 8.188,00;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;71;27/02/2017;98;10;R$ 5.820,00;R$ 2.968,20;R$ 2.851,80;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda;
70;Bola de Futebol;Esportes;Esportes;80;05/03/2020;70;9;R$ 23.571,00;R$ 12.492,63;R$ 11.078,37;Sul;Lucas;Sem perda;R$ 0,00;Com Perda;
60;Jaqueta Jeans;Roupas;Roupas;95;18/09/2016;60;9;R$ 32.427,00;R$ 21.726,09;R$ 10.700,91;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
79;Pneu Aro 17;Automotivo;Automotivo;37;19/10/2017;79;7;R$ 16.149,00;R$ 10.658,34;R$ 5.490,66;Norte;Marcos;Cancelamento;R$ 385,00;Com Perda;
25;Teclado Mecânico Redragon;Acessórios;Informática;72;20/03/2021;25;7;R$ 6.356,00;R$ 4.957,68;R$ 1.398,32;Sudeste;João;Cancelamento;R$ 207,00;Com Perda;
63;Vestido Social;Roupas;Roupas;99;11/12/2019;63;9;R$ 21.762,00;R$ 17.191,98;R$ 4.570,02;Centro-Oeste;Diego;Desconto;R$ 367,00;Com Perda;
90;Impressora Epson;Informática;Informática;60;11/12/2023;90;8;R$ 37.952,00;R$ 24.668,80;R$ 13.283,20;Centro-Oeste;Carla;Cancelamento;R$ 193,00;Com Perda;
97;SSD 500GB;Informática;Informática;55;08/06/2018;97;2;R$ 1.808,00;R$ 1.084,80;R$ 723,20;Nordeste;Fernanda;Devolução;R$ 199,00;Com Perda;
5;Samsung Galaxy S22;Smartphones;Eletrônicos;99;09/03/2019;5;9;R$ 2.394,00;R$ 1.532,16;R$ 861,84;Sul;Maria;Desconto;R$ 375,00;Com Perda;
82;Palheta Limpador;Automotivo;Automotivo;57;23/06/2017;82;3;R$ 2.679,00;R$ 2.062,83;R$ 616,17;Sul;Bruno;Sem perda;R$ 0,00;Com Perda;
97;SSD 500GB;Informática;Informática;62;19/12/2018;97;7;R$ 4.571,00;R$ 2.971,15;R$ 1.599,85;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda;
92;Monitor LG 24;Informática;Informática;87;28/02/2025;92;6;R$ 22.368,00;R$ 11.855,04;R$ 10.512,96;Sul;Lucas;Devolução;R$ 184,00;Com Perda;
85;Caneta Esferográfica;Papelaria;Papelaria;91;01/10/2018;85;10;R$ 46.240,00;R$ 33.755,20;R$ 12.484,80;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda;
65;Perfume Feminino;Beleza;Beleza;64;05/04/2025;65;5;R$ 24.940,00;R$ 14.465,20;R$ 10.474,80;Norte;Marcos;Desconto;R$ 65,00;Com Perda;
92;Monitor LG 24;Informática;Informática;8;23/12/2025;92;5;R$ 11.970,00;R$ 6.583,50;R$ 5.386,50;Sul;Lucas;Devolução;R$ 134,00;Com Perda;
57;Sandália Feminina;Calçados;Calçados;72;19/03/2021;57;4;R$ 12.828,00;R$ 9.877,56;R$ 2.950,44;Sul;Maria;Devolução;R$ 69,00;Com Perda;
94;Roteador Wi-Fi;Informática;Informática;76;01/06/2025;94;5;R$ 17.695,00;R$ 9.555,30;R$ 8.139,70;Sudeste;Pedro;Desconto;R$ 119,00;Com Perda;
100;Porta Cartão de Couro;Acessórios;Informática;31;28/12/2023;100;8;R$ 18.640,00;R$ 10.624,80;R$ 8.015,20;Nordeste;Rafael;Desconto;R$ 420,00;Com Perda;
24;Mouse Gamer Redragon;Acessórios;Informática;65;14/02/2019;24;6;R$ 14.136,00;R$ 11.308,80;R$ 2.827,20;Sudeste;Ana;Cancelamento;R$ 281,00;Com Perda;
61;Jaqueta de Couro;Roupas;Roupas;95;02/08/2025;61;4;R$ 16.240,00;R$ 10.718,40;R$ 5.521,60;Sul;Lucas;Cancelamento;R$ 377,00;Com Perda;
60;Jaqueta Jeans;Roupas;Roupas;89;14/06/2021;60;9;R$ 21.663,00;R$ 14.947,47;R$ 6.715,53;Sudeste;Pedro;Devolução;R$ 442,00;Com Perda;
66;Creme Facial;Beleza;Beleza;73;17/11/2020;66;3;R$ 8.766,00;R$ 4.383,00;R$ 4.383,00;Sudeste;João;Desconto;R$ 267,00;Com Perda;
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;62;10/07/2015;41;10;R$ 42.500,00;R$ 25.075,00;R$ 17.425,00;Norte;Marcos;Devolução;R$ 78,00;Com Perda;
53;Tênis Puma;Calçados;Calçados;24;03/10/2016;53;4;R$ 12.244,00;R$ 6.489,32;R$ 5.754,68;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
17;Notebook Dell Inspiron;Notebooks;Informática;64;04/10/2022;17;10;R$ 22.450,00;R$ 13.021,00;R$ 9.429,00;Sul;Lucas;Devolução;R$ 393,00;Com Perda;
95;Switch de Rede;Informática;Informática;50;08/08/2017;95;10;R$ 43.230,00;R$ 24.208,80;R$ 19.021,20;Sudeste;João;Desconto;R$ 395,00;Com Perda;
43;Sofá 3 Lugares;Móveis;Casa;30;21/02/2021;43;1;R$ 1.480,00;R$ 784,40;R$ 695,60;Sul;Bruno;Cancelamento;R$ 243,00;Com Perda;
10;Motorola G200;Smartphones;Eletrônicos;49;13/10/2021;10;10;R$ 19.270,00;R$ 15.416,00;R$ 3.854,00;Sudeste;Ana;Cancelamento;R$ 445,00;Com Perda;
23;Mouse Logitech;Acessórios;Informática;82;13/04/2024;23;2;R$ 2.298,00;R$ 1.286,88;R$ 1.011,12;Nordeste;Carlos;Desconto;R$ 315,00;Com Perda;
49;Cama Box Casal;Móveis;Casa;8;11/04/2018;49;2;R$ 1.830,00;R$ 1.409,10;R$ 420,90;Sul;Lucas;Cancelamento;R$ 473,00;Com Perda;
74;Halter 10kg;Esportes;Esportes;62;06/05/2019;74;5;R$ 7.330,00;R$ 3.665,00;R$ 3.665,00;Norte;Marcos;Cancelamento;R$ 102,00;Com Perda;
64;Perfume Masculino;Beleza;Beleza;42;22/12/2017;64;2;R$ 6.010,00;R$ 3.606,00;R$ 2.404,00;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
7;Xiaomi Redmi Note 11;Smartphones;Eletrônicos;55;17/12/2018;7;7;R$ 19.005,00;R$ 12.733,35;R$ 6.271,65;Norte;Juliana;Desconto;R$ 132,00;Com Perda;
55;Sapato Social Feminino;Calçados;Calçados;42;22/09/2016;55;5;R$ 1.085,00;R$ 813,75;R$ 271,25;Centro-Oeste;André;Cancelamento;R$ 486,00;Com Perda;
66;Creme Facial;Beleza;Beleza;4;12/07/2021;66;10;R$ 40.030,00;R$ 27.220,40;R$ 12.809,60;Norte;Paula;Devolução;R$ 476,00;Com Perda;
62;Vestido Casual;Roupas;Roupas;69;11/09/2020;62;7;R$ 8.309,00;R$ 4.985,40;R$ 3.323,60;Centro-Oeste;Diego;Cancelamento;R$ 260,00;Com Perda;
33;Geladeira Samsung;Eletrodomésticos;Casa;3;26/08/2021;33;10;R$ 2.450,00;R$ 1.715,00;R$ 735,00;Sul;Maria;Sem perda;R$ 0,00;Com Perda;
76;Bicicleta Ergométrica;Esportes;Esportes;47;26/02/2017;76;1;R$ 1.361,00;R$ 1.020,75;R$ 340,25;Centro-Oeste;Diego;Desconto;R$ 90,00;Com Perda;
73;Halter 5kg;Esportes;Esportes;72;12/04/2022;73;6;R$ 20.106,00;R$ 15.079,50;R$ 5.026,50;Centro-Oeste;Diego;Cancelamento;R$ 152,00;Com Perda;
93;Monitor Samsung 27;Informática;Informática;96;04/10/2020;93;2;R$ 8.984,00;R$ 5.480,24;R$ 3.503,76;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda;
11;Smart TV LG 43;TVs;Eletrônicos;32;17/07/2023;11;9;R$ 23.886,00;R$ 12.420,72;R$ 11.465,28;Centro-Oeste;André;Desconto;R$ 232,00;Com Perda;
49;Cama Box Casal;Móveis;Casa;55;10/12/2023;49;10;R$ 49.230,00;R$ 28.553,40;R$ 20.676,60;Norte;Marcos;Devolução;R$ 163,00;Com Perda;
18;Notebook Dell XPS;Notebooks;Informática;47;11/04/2020;18;10;R$ 44.450,00;R$ 24.003,00;R$ 20.447,00;Sudeste;Pedro;Devolução;R$ 55,00;Com Perda;
35;Microondas LG;Eletrodomésticos;Casa;26;14/02/2023;35;4;R$ 3.332,00;R$ 2.165,80;R$ 1.166,20;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda;
55;Sapato Social Feminino;Calçados;Calçados;52;19/10/2021;55;7;R$ 21.840,00;R$ 11.575,20;R$ 10.264,80;Norte;Juliana;Desconto;R$ 183,00;Com Perda;
74;Halter 10kg;Esportes;Esportes;41;01/07/2023;74;3;R$ 11.481,00;R$ 6.773,79;R$ 4.707,21;Norte;Paula;Devolução;R$ 361,00;Com Perda;
14;Smart TV Samsung 55;TVs;Eletrônicos;30;02/12/2024;14;8;R$ 37.080,00;R$ 29.293,20;R$ 7.786,80;Norte;Marcos;Sem perda;R$ 0,00;Com Perda;
57;Sandália Feminina;Calçados;Calçados;2;10/10/2024;57;7;R$ 20.748,00;R$ 14.731,08;R$ 6.016,92;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda;
29;Webcam HD Logitech;Acessórios;Informática;95;20/06/2019;29;10;R$ 31.580,00;R$ 20.842,80;R$ 10.737,20;Centro-Oeste;Carla;Devolução;R$ 351,00;Com Perda;
98;Pen Drive 64GB;Informática;Informática;29;26/06/2021;98;6;R$ 13.272,00;R$ 7.963,20;R$ 5.308,80;Sudeste;João;Cancelamento;R$ 322,00;Com Perda;
84;Caderno Espiral;Papelaria;Papelaria;14;14/02/2024;84;1;R$ 4.040,00;R$ 2.100,80;R$ 1.939,20;Norte;Paula;Cancelamento;R$ 335,00;Com Perda;
27;Headset Gamer HyperX;Acessórios;Informática;32;26/03/2017;27;1;R$ 1.412,00;R$ 847,20;R$ 564,80;Centro-Oeste;Carla;Devolução;R$ 384,00;Com Perda;
78;Pneu Aro 15;Automotivo;Automotivo;30;17/09/2023;78;3;R$ 8.655,00;R$ 5.539,20;R$ 3.115,80;Nordeste;Carlos;Cancelamento;R$ 200,00;Com Perda;
26;Teclado Logitech;Acessórios;Informática;67;12/11/2021;26;3;R$ 8.100,00;R$ 5.103,00;R$ 2.997,00;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda;
5;Samsung Galaxy S22;Smartphones;Eletrônicos;19;06/03/2016;5;4;R$ 17.012,00;R$ 9.866,96;R$ 7.145,04;Nordeste;Fernanda;Desconto;R$ 490,00;Com Perda;
83;Caderno Universitário;Papelaria;Papelaria;72;04/07/2023;83;10;R$ 34.370,00;R$ 25.777,50;R$ 8.592,50;Sudeste;Ana;Desconto;R$ 461,00;Com Perda;
92;Monitor LG 24;Informática;Informática;42;27/03/2025;92;3;R$ 1.902,00;R$ 1.483,56;R$ 418,44;Sul;Maria;Desconto;R$ 196,00;Com Perda;
82;Palheta Limpador;Automotivo;Automotivo;49;17/12/2020;82;6;R$ 13.446,00;R$ 9.681,12;R$ 3.764,88;Nordeste;Fernanda;Devolução;R$ 334,00;Com Perda;
74;Halter 10kg;Esportes;Esportes;19;12/03/2017;74;8;R$ 1.056,00;R$ 570,24;R$ 485,76;Centro-Oeste;Carla;Devolução;R$ 308,00;Com Perda;
26;Teclado Logitech;Acessórios;Informática;52;26/04/2022;26;4;R$ 14.980,00;R$ 11.834,20;R$ 3.145,80;Sudeste;João;Sem perda;R$ 0,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;40;10/05/2015;9;2;R$ 9.026,00;R$ 4.603,26;R$ 4.422,74;Centro-Oeste;Diego;Desconto;R$ 469,00;Com Perda;
67;Hidratante Corporal;Beleza;Beleza;54;25/06/2025;67;3;R$ 14.361,00;R$ 9.909,09;R$ 4.451,91;Norte;Paula;Desconto;R$ 387,00;Com Perda;
40;Máquina de Lavar Brastemp;Eletrodomésticos;Casa;55;15/08/2016;40;6;R$ 10.176,00;R$ 6.410,88;R$ 3.765,12;Sudeste;Pedro;Desconto;R$ 56,00;Com Perda;
9;Motorola Edge 30;Smartphones;Eletrônicos;96;01/06/2018;9;5;R$ 17.140,00;R$ 12.855,00;R$ 4.285,00;Norte;Paula;Cancelamento;R$ 407,00;Com Perda;
90;Impressora Epson;Informática;Informática;90;04/08/2021;90;9;R$ 7.965,00;R$ 5.655,15;R$ 2.309,85;Centro-Oeste;Diego;Desconto;R$ 119,00;Com Perda;
80;Óleo de Motor;Automotivo;Automotivo;50;28/04/2015;80;8;R$ 8.224,00;R$ 4.276,48;R$ 3.947,52;Norte;Paula;Sem perda;R$ 0,00;Com Perda;
26;Teclado Logitech;Acessórios;Informática;49;19/09/2016;26;3;R$ 1.677,00;R$ 1.073,28;R$ 603,72;Nordeste;Carlos;Desconto;R$ 300,00;Com Perda;
32;Geladeira Electrolux;Eletrodomésticos;Casa;65;03/02/2017;32;1;R$ 3.119,00;R$ 2.370,44;R$ 748,56;Centro-Oeste;André;Sem perda;R$ 0,00;Com Perda;
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;15;07/11/2015;8;9;R$ 22.689,00;R$ 14.067,18;R$ 8.621,82;Centro-Oeste;Diego;Desconto;R$ 439,00;Com Perda;
46;Cadeira Gamer;Móveis;Casa;85;18/10/2015;46;2;R$ 4.556,00;R$ 2.278,00;R$ 2.278,00;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda;
29;Webcam HD Logitech;Acessórios;Informática;30;23/09/2025;29;5;R$ 17.315,00;R$ 10.389,00;R$ 6.926,00;Norte;Marcos;Devolução;R$ 472,00;Com Perda;
39;Fogão 5 bocas;Eletrodomésticos;Casa;57;24/04/2016;39;9;R$ 11.907,00;R$ 8.930,25;R$ 2.976,75;Norte;Juliana;Sem perda;R$ 0,00;Com Perda;
